Datum;Rating;Ldfnr;Produkt;Version;Bemerkungen;vorinstall;Quelle;Lizenztyp;Lizenzgeber;Lizenzbestimmungen;instlocation;Herstellerwebsite;Link;BMIcon
"2023-12-25 09:57:30";"0";"1014";"Text zu Sprache TTS Ausgabe";"1.0";"geschriebenen Text in MP3 umwandeln, Synth Voice";"";"";"";"";"";"";"https://www.textfromtospeech.com/de/text-to-voice/";"0";"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAAC2ElEQVQ4jW2SzUtcSRTF7633nu0iE3mjgr01M1mYEGfpogUXAf8CV5GYZDMgTBbC7N9GggxjmCYuDHRWM24EV3YGRxACShtXtovuprUxSn8I/eGzka7yfdSZha8bA95Nwa065/yqbhHdUwAEEVEikbCnp6d/7PYODw9TAHB6evou6pnmPWKDmcPNzc3niUTiYxAEnMlkfmXm/7LZrEVEFIahdV8qd5O3trbeep6Hm5sbXF9fIwgCbGxsvDk4OPgIAMVi8Y9uGBEROY4jIh/z6OjoTwC4vLwsJ5PJiaWlpYlWq1UGgIuLiyoAfXx8/N5xHAHA6LnMzs7GS6VSGgDK5XJmbm7uUaFQeJ/P5/+an5//qdFo7OO2wpOTk6WIoI+IiNbW1p5VKpUcAJyfn6eGh4d/rtVqnyMBqtXqv6Ojo49LpdInAKjX6/lUKjVORETb29svXddtAMDe3t7C8vLyE9d1cwAgpfSklF6En19cXHy6u7v7OwA0G83Gzs7OSz47OysPDg7G9/f3X7Tb7eupqal/bNt+qJQKmNmIUMP+/n7Tdd12JpOZZeYHk5OTfzebzQteWVn5ZWBgoL9SqeiFhYWvzEye5wVCiK6YmJmIKLQsy2RmSiaTE0NDQ3x1daV6Y0yn069kR+oIWyulAiml3+l0fKVUoJTSnud5UkqdTqdfd3Xm6uqqVavVQt/3pTAEaa0FAPT19RlC3E43DEPyfV9rrYXWmgBIx3FEPB43hG3b2nEcDUAAYCLSpmlyq9U6KxQKH4rF4od6vf7NsiwGoImImVk4jqNt29bffWWtNTGztiyLq9Xql/Hx8d+IiLLZ7A8jIyNznudpZibf93saMTMzg+ixuisTEQzDMAGYAEwhhElEiNJ7Z3O5HMT6+joTEcViMSGEoGiPhRDMzAEzB6ZpcldsWRbFYjFBRDQ2NsY9gk6no+6iBUEg71xN0q0DlFLUbrdll+B/2X7xqYAKi+MAAAAASUVORK5CYII="
"2024-11-22 14:47:53";"7";"422";"Thumbnail me Portable";"3.0";"erstellt aus MP4-Video(s) Vorschaubilder mit Ausschnitten aus den Videos (quasi ein Videokontaktabzug). Dazu die Videodatei(en) in die Oberfläche laden und umwandeln lassen. Alternative: Toolbox in ShareX kann auch Video Thumbnails erzeugen.";"Deploy, Repack";"Internet";"GPL-Lizenz, kostenfrei";"GitHub Projekt";"";"c";"https://www.thumbnailme.com/";"0";""
"2024-08-14 16:21:00";"1";"565";"TightVNC";"2.8.85";"UltraVNC (echtes Open-Source) verwenden. TightVNC ist closed Source und nur geschäftlichen Einsatz lizenzpflichtig";"";"";"";"";"";"x";"";"0";""
"2024-02-21 17:05:48";"1";"506";"Total Commander";"11.03";"Alternativer Dateimanager, Shareware, nach 30 Tagen lizenzpflichtig, wenn noch nicht lizensiert, deinstallieren";"";"Internet";"Lizenzsoftware";"Ghisler Software GmbH";"im Installationspaket und auf der Webseite";"x";"https://www.ghisler.com/ddownload.htm";"0";""
"2024-05-08 12:07:35";"1";"516";"TreeSize Free";"4.7.3";"Achtung! Treesize Free ab 4.7.3 lässt sich nicht mehr auf Servern starten. Version 4.7.2 kann auch keine Netzwerklaufwerke scannen, sondern nur lokale. Bitte maximal Version 4.7.2 (portable, nicht installieren) verwenden und die Updatesuche abschalten. Grafische Darstellung von Ordnerstrukturen auf der Suche nach Speicherplatzverschwendern, auch noch als Lizenzsoftware (Pro) erhältlich. Treesize Free kann privat und geschäftlich kostenlos genutzt werden.";"Deploy, Portable";"Internet";"kostenfrei auch kommerziell";"JAM Software GmbH";"auf der Internetseite";"x";"";"0";""
"2024-10-19 11:51:13";"7";"373";"TV-Browser";"4.2.7.0.25-9";"TV-Programm-Zeitschrift (EPG) kostenlos, transportable Version installieren, benötigt JAVA (JRE Adoptium Temurin-11.0 in 64-Bit, das nicht installiert werden muss, sondern im Unterordner JAVA abgelegt wird). Einige Beschreibungen fehlen, da sie nur mit EPG Donate Spende freigeschaltet werden. Ansonsten recht leistungsfähig und übersichtlich.  Repack: Ordner settings/tvdata: nur die Dateien in dem Ordner löschen, Unterordner stehen lassen";"Deploy, Repack";"Internet";"kostenfrei";"TV-Browser Projekt";"auf der Internetseite";"c";"https://www.tvbrowser.org/index.php?id=tv-browser";"0";"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAACBUlEQVQ4jZ2TzWtTURDFf0le2mjSxEhClTZWJCVSBAlaFboRtIq6UP+CbgQLXRQKIrh35x+gbjRrF24UIQolKiJaESvRfoggpR+hDTHga5J375vrIvRp2hSxA7OZmXs4Z+Zcn+2YbE3rEXYQuywrZ9UcPfJ41h7/XlH/9fhQPMjVTBhLgLlSjemVutfsiQa5fa6b8SfLVOtuWwDthJBMGAtj0EqjGn8YnE/H2Ndlke0O8nyu3h5AWWAMfgDXcVF1japrxHEZ7u+ipoTBnt1efXO6TpOZXwS0clENhWooTvSGiHQGuP9qhcG+MK6jvd7fqZWLCE0GGxJUQ3HpSJzJmZ88/bhGVyhAJtmxDYAGwEKEaNDHrQsprICPoXSUsdwMpfI6XxdtTh2M8GG+gt8Ho2d62b+nEzGGN/NVEMEvgGgXjEFc4d6LBV4X11ANxcsvZYb6Y6iG4nhfhGunexBX0FrQjkaaDKBUrnEzt7Rl05PTq1w/e4BY0MeVY0kKxTI3HhYBONkfBwELZMsZN2Jqtkx1XXExm2D4aJKxu5+8ueYOpGmk7QAUUPi8ysTlNFVbkZ9aQrvGAxDAj2n1webMv18mHLJ4VFigZqtWH5h/SADIv1vkR+kwD559a5nxJBiBgVQU7bT3PMDonbckIkESmb1ebSAVxQj4KraT/WU7O/rOkXBH7jfzs1nzbwNCbwAAAABJRU5ErkJggg=="
"2024-10-20 12:14:47";"9";"391";"Ubiquiti Unifi";"8.5.6";"Network Application für Windows - Verwaltungssoftware für Unifi WLAN Access Points, benötigt Java 11 (AdoptiumOpenJDK, aktuelle Runtime, 64-Bit, Hotspot als .msi, beim Setup alle Optionen außer iced tea ankreuzen). Management, Reporting und Firmware-Updates für die angeschlossenen Access Points lassen sich damit machen. Kann auch als Windows Dienst unter Windows Server betrieben werden, benötigt dann etwa 800 MB RAM! Bekannte LOG4J-Lücken sind geschlossen.";"Deploy";"aus Originalquelle";"kostenfrei auch kommerziell";"Ubiquiti Networks Inc.";"im Installationspaket";"s";"https://community.ui.com/releases/";"0";"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAIAAACQkWg2AAABu0lEQVQ4jV2SPWuUURCFn3nfu/EjWyRpoxgtRNtUgoVaKNjYCGJjZydBiIW/wNrGTrASQSxtFPwDFguKjUV0EWxCKiWE7J0vi/vuGh0G7tc5dw4zR7j7iX6Jfon+2HyzRD8CCMUrVvEZXlsWknkmGWQQTotwIsg4gqH8xaWTHWEA6QAZhM2fGiYL6WRPOtFBB0ImItBqOm6EzzneDRrCurT322sfHq12UReKx8Wunu8JI5xwMgphIAAil871o9LjdbjJfHxzZTI9lLB0I4ywri2E4Vqr1Wrz72cSdfL94N7lsYQS2mAFNwASyaqWmXhtTRJ48/DUnafTdB1Ueavghmta3T9QVVsuhlW8jkcuki+3NoiKK65NkhKKa7p+nu6r2v0rY3EV0wfXV1R9svM7raGV0IIrmUiQ/uzd7vMzx7durNzaHJfSXzy9PJvpk9ff8LpoZs/G7TZVMn/szaa7h5tnT66vjtbG/d4v3X6x8/bj3tDTMNKEa6+Qnq5HOqRDZFS6C+snROTrz4Nq8Y9l0guuTc+CoC5fprPWOcgj3gnCC+FIkAMakWFqQzRCHvHSwjP4YCH5jwCZi/MfEz9sj6afukAAAAAASUVORK5CYII="
"2023-10-22 14:08:28";"10";"230";"UltraVNC";"1.4.3.6";"Fernwartungs-Software nur für Rechner innerhalb des lokalen Firmennetzwerks und Firmen VPN - Fernwarter und Benutzer sehen das Bild - auf vielen Thin-Clients ist der VNC-Serverdienst vorinstalliert (stabile Version mit Windows Zertifikat, aktuell halten wegen Sicherheit, enthält Viewer und Serverdienst, Werkskennwort danach ändern oder bei den Sources in der ultravnc.ini ändern udn Paket mit Innosetup neu erstellen)";"Deploy, Repack";"Internet";"GPL-Lizenz, kostenfrei";"UltraVNC Projekt";"im Installationspaket";"c";"https://www.uvnc.com/downloads/ultravnc.html";"1";"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAIAAACQkWg2AAACMUlEQVQ4jYWRT0iTcRzGH9+9utWrL7qV0mYRNgwhGaHkITw4dhAP3rpEUGB20d5L8xxFtyjaodZViQ4SFdEhKDwUmVFqNTLKbQ5Nc9NYvu73vvv929vhHRII9uU5fp7v9/vweBzHKRaLc59mPaqyt6J90UwmU2MYxsLGl5HblxoCmqwILjgAm1kASLkkJKecAij8Kjy58aKZt9bUetXJ3ERDQBNSCFmlueBM0B2aCWrRUrHwJzEwrgLYmy6VTSF5mZXVegWACmCHNq2t1w/fzTybzaWWARztPNIRa+vob+MO44IxQQEoAFz668y3Kz1X089//pjJMMKJSXKp5Y0pcu/Mg7WFPBOUS1Y1APj4av7a4M2mfX7DMILBYD6f13SNmMQwDL/34MTFpytz6+6HCoDlxZU7w/e5ZMlkMp1OW5aVzWYZ4QCWlpYSiQSAl9ffb6+TaobtrRIxCYDGxkYAG78L3ae63MtSSl3XARCT2CW7eqGlPTB06yyA0dHRUCiEfyYcDsfjcQC9Y5H6wz4AHo+qDFyOBo41BY+3TE2+EVSkF9MVRwLQdM0q2dMf3p4eO3Ggq55x+v3RqgKAcsoEbettHXl8Lq/n9EOau96n12V9qf673f6IJiQvc7uagQnqNqXsR89Q58nz7ZZpc8kqtYJLxgXfoasZNvObbpeukwlaqRO7abtYBuCJ9kXnpz+HIs2OKt06mWBcsN30wvjqhcFhOI4Ti8Vqvep/ZRiG4zh/AVWyhJkm7GpAAAAAAElFTkSuQmCC"
"2024-10-28 08:37:58";"6";"552";"UniGetUI";"3.1.3";"Grafische Benutzeroberfläche (ehemals WingetUI) für die Microsoft Softwareverteilung Winget (Powershell), die ab Windows 10 22H2 in Windows integriert ist. Listet alle Software, installierte Software und verfügbare Updates auf.";"";"Internet";"GPL-Lizenz, kostenfrei";"";"im Installationspaket";"c";"https://github.com/marticliment/WingetUI";"0";"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAACpklEQVQ4jW2SQWucVRSGn3Pu/WYmTUnJJDVSsKnxa5O0FMFNK9SFexHElQu7EN0oCt0ILQquxIUi2Fqx+gcERXFbUaqrCorFWDuJTDKWNEQbO5bWJN/ce46LTOgQ+q7OhXPPy/ucI2xJAAeYLGceD6F4UeFJhwfBRZAVQ741S58sLVy9zIBkoC6mZo6+I/CyqDZwx90dQEQEEdx83d3Ptlu/ngZse4BCWUzNND6PsXjKzGDr38D8e28NSkq9L9rX5p4DcgB8anrfe7Va7WRK6Zvs+Q1BxlVkr7mtOHRFpHD8ck75NO67arX60yOj4/Vba39dlAPl7PEQ46UQi5B61cft1twrQDx06NGJqvp3DSDX683rrdZNoJqaPvp+LIpXc+5tpl4+ETWEl0S15pYRSEAA8vz8leUBPjf6eYLgycyCiO5StRdUhCdwdzNf3+ilD4Hcbx4EvF3nRO88lu/g7iJyQh3ZJ4iA/73cvrbYb7QBctsUHaDTav3pcEMEBHlYAfEt7MPNZjm0w3mnZGJiouEw4i6CEFSEDu6IyNjuseJY3yneJ0IEvL5n7LiKPNC/kY6S7QdUAblbxPjp5MGDs2zB3Bkh7S8PHylCOAsgKuLu38tkOftYjPEnc/9ARR7SEJ4xy19ZtrcW53+7ArC/PHykKOLr7v6sigwDyd0t53xMO3/8/rO7fRRDeK2qqrctp3dxdv+3mW7fs682BE6qyLA76xpCdOzc0sLVXxTQdt485WaX6o36Z+b2o5udWe20tjfC9ZSWzX0VIIQwlFP6up02zwA6AOpA45HpkQsa9XnLxtrG7dHu0lIXoFmWI6NxqCui2SxfaLfmTgEV/avrU+6mW2urX+4Z3/uduN9cydVFut0EsP5Pk9Gxop6Tv7m4MHd+4Nj4HxrWR3D6SUWaAAAAAElFTkSuQmCC"
"2024-02-22 13:20:34";"8";"449";"Universal Management Suite 6";"12.01";"UMS, Verwaltungssoftware für IGEL Thin-Clients für Firmware-Updates, BIOS-Einstellungen, Konfiguration und Dokumentation von Geräten";"";"Internet";"Lizenzsoftware";"IGEL Technology GmbH";"";"s";"https://www.igel.de/solution-family/igel-ums/";"0";""
"2018-05-08 14:37:21";"0";"1022";"UPS Paketvorfolgung";"1.0";"Pakettracking UPS";"";"";"";"";"";"";"https://www.ups.com/WebTracking/track?loc=de_DE";"0";"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAIAAACQkWg2AAAC1klEQVQ4jQXBb2hVZRwH8O/vOc859+zcu+aa191529W76d1Wm44Cr7LcizJ9M4iZyAj8E4nhehOhrBe9qTf6YlRGL4wRCEIKtYIoWIglFtrQmUSCeDHnnXe65v1ztp157jnneX5+PsTMAErF+VrxmlydK5dum8GC9iuWILuxScWSa9K9YUPGWtvXlu0mZlr1/HtXJmhxqjXxJBGD3WQhHoOrnixGlWqwvFyvefVIk+c3JvuGduwbk089f/XO+W15Aq1BoK7PuH9OFy/+VS48WPUVK4BAEqSk+vid2sDIcQkiaTfBCmeuVk59U7jxj7vEbAEWECNohiGYQX4ENuJCCAkCgcc/K5z89gEAAhwgAALAZ8QBV0OCVwABYmbxXMKYvl4tPXaPDqV6U/b4aLYvY5/+MDd5+pX9gy0V4OCu1h+/3vbea83e04iIpBC07AVvvb5OSeduoX5gKFOuBDvzrV+dmx0b7U6nih8c6vjkzP1ilTs6CYAgZiGouhKteJHSXHWDQPPDkv/lz3Ol+WBnf/LRIz+XdS7/XSMIgAUTERCTFEbs1zWBAEhJBmBbovCwsufErYF88tzYprCumCHAHDI8n3MbE725eGNCCiJp0p6+pvT6WGlBtyWN7yZne7qeb3BMIhYRW+3Z9MSFeXdZHzvYOfn7Ymkh7Ew7nx7vPvv93NSV/794v2f/8Ibxs3cCJcEGwoj/u/T5vh7DAfrjpgMcGVh3+8z2jKBWoB3oNEQbiS0O/ph4tx4oIQ1O9Awffnt7/1rMeqENOLaImaw0NxpkEblKm4YeHWnPvnrIlAJKKc08f/fmxVNvHNthrzfQ1WDufak5A7QAKeDNLkx+tPXe9E/1kLVWpDUzaxKiVi6X//3h1qULl3+7MXVtSRsY3JoYzG/K796benmk+YXNgjWDiFkDxFqRMDRQWXjsz/4y8+t5d8kb2DUczw21dLxoAqwVSBDRM8IVU29IbJh2AAAAAElFTkSuQmCC"
"2021-09-24 13:29:04";"7";"424";"USBLogin";"1.0";"Mit USBLogin können Sie sich an Ihrem PC anmelden, indem Sie einen konfigurierten USB-Stick einstecken. Es speichert die Anmeldeinformationen verschlüsselt auf einem USB-Stick. USBLogin kann Anmeldungen für verschiedene PCs auf demselben USB-Stick speichern, solange der Computername unterschiedlich ist.";"Deploy";"Internet";"kostenfrei auch kommerziell";"Michael Chourdakis";"";"";"https://www.turboirc.com/usblogin/";"0";""
"2024-12-03 12:25:05";"6";"231";"Veeam Backup & Replication";"12.3.0.310";"nur On-Premises, entfällt bei 100%Cloud - Datensicherungs- (Backup) Software für virtuelle Maschinen mit Bandsicherungsmöglichkeit auf LTO und NAS Geräte sowie Cloudbackup auf Azure. Kann sehr gut mit virtuellen Servern umgehen, aber auch Imagesicherungen von physikalischen Servern und Windows Clients machen (über den veeam Agent, monitored über den veeam Server).";"optional";"aus Originalquelle";"Lizenzsoftware";"veeam Software";"im Installationspaket";"s";"https://www.veeam.com/de/download-version.html";"0";"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAACdklEQVQ4jU3TPatcVRjF8f96zj535r7l6iUSX7ARBFEU0tiJWmmRJhAhpZUERCuxsU1nYaGthWKjqB/A2srWykKxCiiS+z4z5+y9n2UxAf0Cv7WKtcT37yQHA1wbiMORw73io72Ro2XR8bjkeuxyPOxzHEuOtGCpQiO58OyTvlEBg4AQITMIhWCI8I4GRhUtNbCvkWvxH+BEazUCCYSJrSREbE1hFIgBOQiKAiEKQSEIRMEGIzoY2YjESptO0pWenZrcWGfFYRr2mkYlVUhMWqRxplrvZAa1d6aSXmfVKirLHJDw2IuSrsusXOVMoVt0Q+vkZNVFyVVtWu4Ur7Oy0uClZ5LUZasqgW1pdnKVM0E3amasySc3bvvHZz5Ub+ZimjTVros+669+qdO+4V65zZt6Vf/kyide+STXhCp4U/3c+DT3n73D2/uv6Osb71NnOJtmTurEeav6aHGXm8PzulPeYM8HPGjnOvXk8NxRK/z28E/u/vo5s7tvHdzUN09+4PUmWa07n+29l68NL6mR/nj1Fb/Mv+uqJaebjQpT4tKksfDtHz95ctMXL7zrt3Zfji+fuGchXi8vxoN+4vsXP/Dd+meOtMdVn6mZiE9vJfsB+wOxV8jFzLXHrvupw8d1uLvvGEMTkx5y4b99xoEWGNPT1DSFTYeQia5EDhacn57pfH0KS8ROwBhm3PEYg041g8FpslmFalh3UABNaUMOKAfIgBZQZJekKrezB0ig2wUEc2rLAh3oxi2ghimCMWBAhEAGC2zoZnsmgNmQ3XSgARUYU4yCIhgCgv8BmG4VJGNvizXDqouWUB8lb9NhSBM8qoBIC5t/AbagfkLW1hagAAAAAElFTkSuQmCC"
"2024-04-10 12:00:15";"1";"596";"Veeam ONE";"10.0";"Verwaltungskonsole und Statistikprogramm für veeam Datensicherungssoftware. Da diverse Sicherheitslücken im Produkt und kostenlose Version eingeschränkt, bitte deinstallieren!";"";"";"";"";"";"x";"";"0";""
"2015-11-25 14:51:54";"0";"1028";"VisioCafe free visio stencils";"1.0";"Visio Vorlagen kostenlos";"";"";"";"";"";"";"https://www.visiocafe.com/";"0";"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAAAfklEQVQ4jbVTQQ7AIAgrZokcfZKP8aH+jB3mQSMMQ7YmRMTQogIACB5oq3jxhHfQMC2OE4K5AhVpsImiZKkvuBz1yNkHaK2J5v+fHCGZX/lUjayN9N7BzIvlnMHMKKWAaM/1GsmtIEKwIEIg1ixQrdXMGvff2lvrdes31Lm4ATeHI9dBC4b4AAAAAElFTkSuQmCC"
"2024-10-30 13:36:29";"9";"572";"Visual Studio Code";"1.96.0";"schlanke, alternative Programmieroberfläche und Werkzeuge von Microsoft zum Erstellen von Anwendungen und mobile Apps. Unterstützt verschiedene Programmiersprachen wie C#. Die Community-Version ist kostenlos.";"";"Internet";"kostenfrei auch kommerziell";"Microsoft Corporation";"im Installationspaket";"c";"https://code.visualstudio.com/download";"0";""
"2024-10-24 12:02:53";"2";"535";"Vivaldi";"7.0";"alternativer Browser, der aus dem Opera-Projekt heraus entstanden ist. Basiert auf Webkit/Chromium und hat die von Opera bekannten Thumbnails auf der Startseite.  Leider für den Firmeneinsatz nur bedingt geeignet und nicht so topaktuell im Schließen von Sicherheitslücken wie Googles Enterprise-Browser. Daher Empfehlung, zu deinstallieren";"";"Internet";"kostenfrei";"Vivaldi";"im Installationspaket";"x";"https://vivaldi.com/de/";"0";""
"2024-06-10 17:06:51";"10";"234";"VLC media player";"3.0.21";"Mediaplayer aus dem Videolan Projekt für Windows Desktop, zum Abspielen von Videos wie .mp4 .mkv .avi und Audio .mp3 .ogg, mehr Formate, alle Codecs im Paket enthalten, 64-Bit Version 3.x empfohlen (stable Release). Version 4 ist Beta und ähnelt im Aussehen der App, hat deutlich weniger Funktionen. Sicherheits-Updates und Aktualisierung von Libraries, Weiteres Sicherheitsupdate, Bugfixes in DLNA-Erkennung";"Deploy, Repack";"Internet";"GPL-Lizenz, kostenfrei";"Videolan Org";"im Installationspaket";"c";"https://www.videolan.org/vlc";"1";"data:image/x-icon;base64,AAABAAEAEBAAAAEAIABoBAAAFgAAACgAAAAQAAAAIAAAAAEAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAACFy0ZABYxf8AWMX/AFjF/wBYxf8AWMX/AFjF/wBYxf8AWMX/AFjF/wBYxf8AWMX/AFjF/whmvmYAAAAAAAAAADa5+4oatf//GrX//xqs//8aoP//GqD//xqe//8an///GqP//xqj//8arv//Grr//xq9//8zxv+PAAAAAAAAAABzv+8yAJD4/wCN+P8Ad+//AGrn/wBm6P8AZer/AGvu/wBz8P8Adu7/AHvx/wCS+v8Amvv/fc72OAAAAAAAAAAAg7/mAxOM8dsAZ97/AErB/wBa2f8AYuP/AWbn/wJw7P8Ace//AF7h/wBEu/8AYNb/D4nu4YjG6QUAAAAAAAAAAAAAAAAxk+qSAFjV/w5Msv9ikcn/nbTL/7O+yv+0wcz/m7TK/16Mw/8ORaf/AD+7/yNy0ZoAAAAAAAAAAAAAAAAAAAAAYKbiPAJj5fNge6L+z8Oz/9TNxP/X0Mb/2NHI/9DIv//Bt6b/X3CQ/gBDxfM4eLxCAAAAAAAAAAAAAAAAAAAAAAAAAABTnd0Rgo2TgcS6rv/OzMf/xsnN/8fLzv/IxsH/uK+i/3+GioUqa68RAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAJaOhi5SgLb/IH7j/wx17v8MgvL/HoPo/0t0r/+Vj4czAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAmWZYDAE652wBv5/8AcPH/AH/2/wB07v8ARbTgKFuYBQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAhPq5QAa+T/AHDy/wB/+P8Aauj/B0enmwAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAxYZxGd6DK/6jB2v+oxNn/c5fC/zBdmU0AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAl5GJDMS7r+3l3dP/4tnP/72ypvCXkooQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAACyq6Gu4dzU/93Xzv+vppu1AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAATHSiYC2L6f8rjOr/S3KiZwAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABFWpBwAcOf/AHLr/w1QoyEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAACGfQfARl0IAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAgAFhq4ABAACAAVTQgAEAX8ADcm/AA3Rh4AdyYfAPa2vwD2xj+B9jb/gfZXj4H3J0/D8AAPw/QkD8PwAB/n8ABA=="
"2022-01-18 13:27:18";"1";"533";"VLC Plus";"1.0";"Fake-Version des VLC Media Players, verstößt gegen GPL-Lizenzbestimmungen";"";"";"Adware";"";"";"x";"";"0";""
"2024-10-12 13:30:36";"4";"583";"VMware Player";"17.6.1";"Virtualisierung von VMDK virtual harddisk, erstellt mit vmware, ausschließlich lokaler Betrieb auf Windows Client Betriebssystem. Alternative .vsdx mit Windows Client-Hyper-V betreiben.";"";"aus Originalquelle";"kostenfrei";"vmware";"im Installationspaket";"c";"https://www.vmware.com/de/products/workstation-player.html";"0";""
"2024-03-22 13:12:25";"4";"486";"VMware Tools";"12.4.0";"Erweiterungen für virtuelle Server auf vmware vsphere Basis. Nutzung entfällt bei Cloud-Betrieb, kann dann deinstalliert werden. Seit der Übernahme durch Broadcom gibt es keine Kauflizenzen von vmware vsphere mehr. Auch der kostenlose ESXi wure eingestellt. In Azure Umgebungen werden die Tools ebenso nicht benötigt, wie bei Hyper-V On-Prem.";"";"aus Originalquelle";"Lizenzsoftware";"Broadcom";"im Installationspaket";"sx";"";"0";""
"2021-09-19 08:22:35";"0";"1032";"vodafone Enterprise Listenpreise";"1.0";"Listenpreise für Firmenkunden";"";"";"";"";"";"";"https://www.vodafone.de/enterprise/Listenpreise.html";"0";"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAAB2UlEQVQ4jX2TsUsbcRTHP3fJpQ4dpHIQQUGEQiZFdBE6dZIMzm5dHTII/TfsYjJ01EkHFzNrJ0WziBKCYBch8LuoTXPRWJv0vG+XXHKpSb/bez/e5z3e9/csYvoOb97CR+CT4AOQticmcBYXa4mZmePO6elOs1z+9h7a/Kt7mPQgb6BhQDXXVXNjQ51SSb8PD/VjeVkmmWx4kL+HyWHFBwZkQHfz82ofHUlhqPDhQfWVFUVvBuTBQQ9SgVS3swzodnZWnbMzRepcXqrmugOALiRfgRQeZA3UDcgkEmptbSmu8PFRz/v7qmezMo4Th9Q9yOLBXm/0TEZBtaphCptNNXM5GcuKT7GHgWqUaKytSUEwFCBJwc2N7jKZ+BRVG0hHy7RdFxKJVw5FSkxNkZybi6fSdjwKfR+kkQBsG2tsbDAF1KLgz/k5L543sj70fYLr63iqZltwEkXB1RXP29sQhkMB7WKR4OKiF1twMmgjyBsfV2tzUy/1et+Bpyf92t3V7fT0KxutCqTewRdBrodOpXAWFkgtLYHjEJTLdEol1GrFuxd+wmeL7lcO4KtgdfQG+7KgmIR1FzwbwAUvCesWFAD/P7W+BYWouAvra9g5R9u24BjYacHAOf8FURtWoCdyUskAAAAASUVORK5CYII="
"2022-01-01 13:22:59";"8";"487";"w.shop";"1.0";"Schnittstelle der GWS für den Internet-Shop";"";"aus Originalquelle";"Lizenzsoftware";"GWS mbH";"";"s";"";"0";""
"2020-04-10 08:00:37";"7";"267";"Web CSS Minifier";"1.0";"CSS Stylesheet Dateien online verkleinern - zum Beschleunigen von Webseiten - CSS bleibt dabei lesbar";"";"";"";"";"";"";"https://cssminifier.com/";"1";"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAIAAACQkWg2AAABgklEQVQ4jZVSXShDYRh+32/nnM22tE1OWBPyE+UvU0ohtRvyk9RcK1ohd8oVd9rtSikXXOFGKVe7cuMSmyvGFaP8pISz2PZ9rxud7Rxb8d29X+/zPs/T82DNaAz+81jBX0Qg+huAMQgGymbHVUXGghgpfyACm8IGukoHu0sVhW3sP6YzhGgAWFxNoXwl6QydX6c6Gh1jfW5BEEtonEM+xixJECECAsgSzk2qoQlVlgzaDAxcUG2VNbxQ3dZg34m+KDIO9boJIJbQhPjFIAjqvLbwfHVnkz2y97C2fR9LpBQZ2xvsJVamkzDdrstpWZnx9rQ6d6MvW4fP0yNqMOA5jr+vbt69fnDdxo8kRBAElWWKv9khSazeZ5seLT+50JbXkzcPXxaWc53zwDnEr1KZLAz3uvwtzrNLbSmSvH00bBtyQIRMljYPnhBhcaoCEACBmVL4nQMXEL9KZTmN93t8qnJ0+mbKTjId0HmynN40/pkWJg4s2FYCYAAF61ekrUW2AeAbfoeRaUVw4WIAAAAASUVORK5CYII="
